,text,object_location_type,timeRange,spatial_relation,movie_name,location_name,movie_type,object_type
862,What are the movie schedules at Loews Cineplex Entertainment,,,,,Loews Cineplex Entertainment,,movie schedules
863,What times will animated movies be showing nearby ?,,,nearby,,,animated movies,times
864,When are the movie schedules,,,,,,,movie schedules
865,Is The Missing Clerk playing,,,,The Missing Clerk,,,
866,what's the nearest  movie house showing Women Who Fall by the Wayside,movie house,,nearest,Women Who Fall by the Wayside,,,
867,What is the movie schedule for the B&B Theatres,,,,,B&B Theatres,,movie schedule
868,Give me some info on when Hands Across the Border will be laying at the cinema .,cinema,,,Hands Across the Border,,,
869,Please check whether any animated movies will be running in the area around 04:34:15 PM .,,04:34:15 PM,in the area,,,animated movies,
870,What animated movies are playing at the Magic Johnson Theatres,,,,,Magic Johnson Theatres,animated movies,
871,What films are at the nearest  movie theatre,movie theatre,,nearest,,,films,
872,What time is Sontha Ooru playing,,,,Sontha Ooru,,,
873,Is The Divine Jetta at Marcus Corporation,,,,The Divine Jetta,Marcus Corporation,,
874,What movies are playing in the neighborhood,,,in the neighborhood,,,movies,
875,When is The Naked Eye playing at the closest  movie theatre,movie theatre,,closest,The Naked Eye,,,
876,Find the schedule for for close by  movies .,,,close by,,,movies,schedule
877,show me the movie schedule,,,,,,,movie schedule
878,Tell me the movie schedules,,,,,,,movie schedules
879,what's the nearest  movie house showing films,movie house,,nearest,,,films,
880,What time can I watch Son of Rambow  Tonight at Fox Theatres,,Tonight,,Son of Rambow,Fox Theatres,,
881,Which movie house is playing Snow in the Desert today?,movie house,,,Snow in the Desert,,,
882,I want to know the films playing at the closest  movie house .,movie house,,closest,,,films,
883,Where the The Housemaid playing and when,,,,The Housemaid,,,
884,Find the schedule for movies at Harkins Theatres .,,,,,Harkins Theatres,movies,schedule
885,Are any animated movies playing at Magic Johnson Theatres ?,,,,,Magic Johnson Theatres,animated movies,
886,Is the film  Goodrich Quality Theaters playing at 12:26 AM ?,,12:26 AM,,,Goodrich Quality Theaters,film,
887,Which cinema is currently showing The Youngest Profession ?,cinema,,,The Youngest Profession,,,
888,Where is the nearest  movie house that is playing Sirivantha,movie house,,nearest,Sirivantha,,,
889,Is Mentioned in Confidence at the cinema,cinema,,,Mentioned in Confidence,,,
890,Please tell me the movie times ,,,,,,,movie times
891,What is the nearest  movie theatre playing Kate y Leopold ?,movie theatre,,nearest,Kate y Leopold,,,
892,What cinema is playing The White Stadium ?,cinema,,,The White Stadium,,,
893,Find movie schedules .,,,,,,,movie schedules
894,find Noon  movie times at IMAX Corporation,,Noon,,,IMAX Corporation,,movie times
895,what is the movie schedule for the Cooper Foundation,,,,,Cooper Foundation,,movie schedule
896,What time is The Face in the Moonlight showing?,,,,The Face in the Moonlight,,,
897,find animated movies  movie schedule  in the neighborhood,,,in the neighborhood,,,animated movies,movie schedule
898,What are the movie schedules for films  in the area ?,,,in the area,,,films,movie schedules
899,What are the morning  movie schedules for movies  in the neighborhood ?,,morning,in the neighborhood,,,movies,movie schedules
900,Recite the movie schedule .,,,,,,,movie schedule
901,Tell me what animated movies are being played at the closest  movie house at 01:19:00 AM,movie house,01:19:00 AM,closest,,,animated movies,
902,Is The Love Guru playing,,,,The Love Guru,,,
903,find Now and Forever,,,,Now and Forever,,,
904,Can I get the movie schedules for Loews Cineplex  in six hours seventeen minutes and eighteen seconds .,,in six hours seventeen minutes and eighteen seconds,,,Loews Cineplex,,movie schedules
905,Can I watch Flower and Snake at movie house in one hour from now ?,movie house,one hour from now,,Flower and Snake,,,
906,I'd like to know what movies are on the movie schedules  nearby .,,,nearby,,,movies,movie schedules
907,What time is The Lottery Man playing?,,,,The Lottery Man,,,
908,What is the movie schedule  1 second from now,,1 second from now,,,,,movie schedule
909,What's the closest  movie house that's showing animated movies ?,movie house,,closest,,,animated movies,
910,What animated movies are playing at the closest  cinema,cinema,,closest,,,animated movies,
911,What time is The Mourner playing at the movie house ?,movie house,,,The Mourner,,,
912,Is the start eim 23 hours twenty one minutes and one second from now for Morgan – A Suitable Case for Treatment at Santikos Theatres,,23 hours twenty one minutes and one second from now,,Morgan – A Suitable Case for Treatment,Santikos Theatres,,
913,Find the schedule for movie times .,,,,,,,movie times
914,I'd like to know the movie times for movies  nearby me,,,nearby,,,movies,movie times
915,Which movies are showing at Southern Theatres ?,,,,,Southern Theatres,movies,
916,when is Red Shirts showing at Dickinson Theatres,,,,Red Shirts,Dickinson Theatres,,
917,Please check the movie schedule,,,,,,,movie schedule
918,Is Convoy Busters playing,,,,Convoy Busters,,,
919,"What time is Careful, He Might Hear You playing at the cinema",cinema,,,"Careful, He Might Hear You",,,
920,Find the movie schedules for Consolidated Theatres .,,,,,Consolidated Theatres,,movie schedules
921,Find the schedule for Ghost World .,,,,Ghost World,,,schedule
922,find movies  around here with movie schedules,,,around here,,,movies,movie schedules
923,What is the nearest  cinema playing Romance of the Limberlost,cinema,,nearest,Romance of the Limberlost,,,
924,Can i get the showtimes for films at Dickinson Theatres ?,,,,,Dickinson Theatres,films,
925,What is the movie schedule near me?,,,,,,,movie schedule
926,"What time is Atlantis, terre engloutie playing?",,,,"Atlantis, terre engloutie",,,
927,show me the schedule of films  in the neighbourhood,,,in the neighbourhood,,,films,schedule
928,give me the movie times for movies showing in the neighborhood ,,,in the neighborhood,,,movies,movie times
929,list movies  in the neighbourhood,,,in the neighbourhood,,,movies,
930,Give me the movie times at Goodrich Quality Theaters .,,,,,Goodrich Quality Theaters,,movie times
931,Find the movies and movie times  in the neighbourhood ,,,in the neighbourhood,,,movies,movie times
932,what films are playing at the closest  movie house ar elevenses,movie house,elevenses,closest,,,films,
933,Please show me the films playing at Loews Cineplex Entertainment .,,,,,Loews Cineplex Entertainment,films,
934,What's the closest  cinema playing Chuckys Baby  now ?,cinema,now,closest,Chuckys Baby,,,
935,Is Hollows Grove playing at any movie theatre at ten pm ?,movie theatre,ten pm,,Hollows Grove,,,
936,show me the movie schedule  in the area near my home at seven AM for animated movies,,seven AM,in the area,,,animated movies,movie schedule
937,Show me movie times,,,,,,,movie times
938,Find the movie times for films  in the area .,,,in the area,,,films,movie times
939,find the closest  movie theatre with films,movie theatre,,closest,,,films,
940,What is the movie schedule for movies  close by,,,close by,,,movies,movie schedule
941,Find the schedule for Central Airport at the closest  movie theatre .,movie theatre,,closest,Central Airport,,,schedule
942,give me the movie schedules for Warren Theatres,,,,,Warren Theatres,,movie schedules
943,which is the nearest  movie house playing The Diary of Anne Frank,movie house,,nearest,The Diary of Anne Frank,,,
944,Show me the movie schedule for movies opening today close by,,,close by,,,movies,movie schedule
945,Can I see the movie schedules ?,,,,,,,movie schedules
946,Find the movie schedules for Cineplex Odeon Corporation .,,,,,Cineplex Odeon Corporation,,movie schedules
947,When will The Flower and the Angry Waves be showing?,,,,The Flower and the Angry Waves,,,
948,Is I Was an American Spy playing at 11 a.m. at Southern Theatres,,11 a.m.,,I Was an American Spy,Southern Theatres,,
949,I'd like to know what films are scheduled at Alamo Drafthouse Cinema .,,,,,Alamo Drafthouse Cinema,films,
950,find movies at the nearest  cinema,cinema,,nearest,,,movies,
951,What movie times at Megaplex Theatres,,,,,Megaplex Theatres,,movie times
952,Which cinema is playing Das Ende – Assault on Precinct 13 ?,cinema,,,Das Ende – Assault on Precinct 13,,,
953,Please inform me when I can see The Abdication at a movie theatre .,movie theatre,,,The Abdication,,,
954,What time could I see A Mile in His Shoes ?,,,,A Mile in His Shoes,,,
955,What time does A King in New York play in Malco Theatres,,,,A King in New York,Malco Theatres,,
956,Can i get the listings for the film at the nearest  movie theatre ?,movie theatre,,nearest,,,film,
957,Is Amco Entertainment showing Cień Caseya today?,,,,Cień Caseya,Amco Entertainment,,
958,I'd like to watch Broadway Nights at Megaplex Theatres,,,,Broadway Nights,Megaplex Theatres,,
959,Find the movie schedule for Marcus Corporation .,,,,,Marcus Corporation,,movie schedule
960,find movie times,,,,,,,movie times
961,What are the movie times for Amco Entertainment,,,,,Amco Entertainment,,movie times
962,find movie schedules,,,,,,,movie schedules
963,I'd like to watch Demolition Man at 11:09 PM,,11:09 PM,,Demolition Man,,,
964,What are the movie schedules,,,,,,,movie schedules
965,Find the nearest  movie theatre that plays Sea Racketeers,movie theatre,,nearest,Sea Racketeers,,,
966,What time is Irreconcilable Differences playing Regal Entertainment Group,,,,Irreconcilable Differences,Regal Entertainment Group,,
967,She me movie schedules for the movies  close by at sunset,,sunset,close by,,,movies,movie schedules
968,Is Happy Ghost III at Caribbean Cinemas,,,,Happy Ghost III,Caribbean Cinemas,,
969,show the movie schedules  in the neighborhood for animated movies,,,in the neighborhood,,,animated movies,movie schedules
970,what movie house is the closest playing animated movies,movie house,,closest,,,animated movies,
971,Find the movie schedule for Pacific Theatres .,,,,,Pacific Theatres,,movie schedule
972,Show me the movie schedules for movies playing around here today.,,,around here,,,movies,movie schedules
973,What cinema is the closest showing movies,cinema,,closest,,,movies,
974,Which cinema can I go to to see Lilly the Witch: The Dragon and the Magic Book ?,cinema,,,Lilly the Witch: The Dragon and the Magic Book,,,
975,will Dick Tracy e il gas misterioso start twenty one hours from now,,twenty one hours from now,,Dick Tracy e il gas misterioso,,,
976,find the closest starting now  movie house with animated movies,movie house,now,closest,,,animated movies,
977,Show me the closest  movie house playing animated movies please.,movie house,,closest,,,animated movies,
978,Show movie times and movies  in the area,,,in the area,,,movies,movie times
979,Is Green Grass Widows playing at the cinema,cinema,,,Green Grass Widows,,,
980,Where and when is Douglas playing?,,,,Douglas,,,
981,Where is Walt: The Man Behind the Myth playing,,,,Walt: The Man Behind the Myth,,,
982,What time is Beat the Devil coming on at Mann Theatres,,,,Beat the Devil,Mann Theatres,,
983,find movie times  nearby for animated movies,,,nearby,,,animated movies,movie times
984,find movie times,,,,,,,movie times
985,Can i get the showtimes for films  close by ?,,,close by,,,films,
986,Is The Little Irish Girl playing,,,,The Little Irish Girl,,,
987,Can I see the movie times for the Great Escape Theatres,,,,,Great Escape Theatres,,movie times
988,Need the closest  movie house playing The Flamingo Rising,movie house,,closest,The Flamingo Rising,,,
989,What cinema is playing The Strongest Instinct  now ?,cinema,now,,The Strongest Instinct,,,
990,What time is Between Tears and Smiles playing,,,,Between Tears and Smiles,,,
991,Show me the closest  movie house that plays That Night in Rio ,movie house,,closest,That Night in Rio,,,
992,Find the schedule for films at the Douglas Theatre Company .,,,,,Douglas Theatre Company,films,schedule
993,Where can I see The Somme starting at 16:01:04 ?,,16:01:04,,The Somme,,,
994,What time is Bloody Twilight playing?,,,,Bloody Twilight,,,
995,What time is Last Exit to Brooklyn playing at movie house ?,movie house,,,Last Exit to Brooklyn,,,
996,I'd like to see showings for All the Way Home at Kerasotes Theatres .,,,,All the Way Home,Kerasotes Theatres,,
997,what films are at the closest  movie theatre ,movie theatre,,closest,,,films,
998,What movies are scheduled in the neighbourhood ?,,,in the neighbourhood,,,movies,
999,give me the showtimes for Down Where The Buffalo Go at Amco Entertainment,,,,Down Where The Buffalo Go,Amco Entertainment,,
1000,What are the movie schedules for any animated movies playing in the neighbourhood ?,,,in the neighbourhood,,,animated movies,movie schedules
1001,Find movie schedules for ArcLight Hollywood .,,,,,ArcLight Hollywood,,movie schedules
1002,What time is Phera playing,,,,Phera,,,
1003,When does Of Stars and Men play?,,,,Of Stars and Men,,,
1004,Which movies are playing at AMC Theaters  1 second from now ?,,1 second from now,,,AMC Theaters,movies,
