,text,served_dish,facility,timeRange,spatial_relation,restaurant_type,party_size_number,sort,cuisine,city,country,party_size_description,poi,restaurant_name,state
697,"restaurant in Elberta for alma, deana and olga at 18:49:20 that serves tsipouro",,,18:49:20,,restaurant,,,tsipouro,Elberta,,"alma, deana and olga",,,
698,"I'd like a table for ten  in 2 minutes at French Horn, Sonning Eye",,,in 2 minutes,,,ten,,,,,,,"French Horn, Sonning Eye",
699,book close-by for 1 in South Dakota,,,,close-by,,1,,,,,,,,South Dakota
700,Book a table for chasity ruiz and mary at The Fat Duck in Puerto Rico,,,,,,,,,,Puerto Rico,chasity ruiz and mary,,The Fat Duck,
701,I would like to book a restaurant  neighboring  Lincoln Beach,,,,neighboring,restaurant,,,,Lincoln Beach,,,,,
702,Book a spot for one at a fish  restaurant,fish,,,,restaurant,one,,,,,,,,
703,Lets eat now somewhere in Roach,,,now,,,,,,Roach,,,,,
704,my colleagues and I would like a restaurant in Snow Lake,,,,,restaurant,,,,Snow Lake,,my colleagues and I,,,
705,"book tea at The Hamburger Wagon for 3  vickie reed, melody and I in Georgia",,,tea,,,3,,,,Georgia,"vickie reed, melody and I",,The Hamburger Wagon,
706,book a cafeteria for 5 in Turkmenistan,,,,,cafeteria,5,,,,Turkmenistan,,,,
707,I want to eat close to Bowlegs  seven years from now,,,seven years from now,close,,,,,Bowlegs,,,,,
708,book a spot for seven at a brasserie with ginestrata,ginestrata,,,,brasserie,seven,,,,,,,,
709,I'd like to eat at a bar that serves corn relish with a party of five,corn relish,,,,bar,five,,,,,,,,
710,Can you get me seating for 5 people 1 minute from now in Tuvalu,,,1 minute from now,,,5,,,,Tuvalu,,,,
711,Book me a reservation for 6 at a highly rated  pub,,,,,pub,6,highly rated,,,,,,,
712,I want a table for 7 at a popular  cafeteria on Holy Saturday in GA,,,Holy Saturday,,cafeteria,7,popular,,,,,,,GA
713,Find a reservation for three in Ansonia  MI,,,,,,three,,,Ansonia,,,,,MI
714,book a table at the Irma Hotel in Mount Repose,,,,,,,,,Mount Repose,,,,Irma Hotel,
715,I'd like seats for one at a restaurant  in 1 hour at a place in La Madera that has parking,,parking,in 1 hour,,restaurant,one,,,La Madera,,,,,
716,book a brasserie with a pool  within the same area as my neighborhood for 5 people at 19:26,,pool,19:26,within the same area,brasserie,5,,,,,,neighborhood,,
717,Book a joint restaurant for four with an outdoor  area within the same area as Borough de Denali,,outdoor,,area within the same area,joint restaurant,four,,,,,,Borough de Denali,,
718,Find a reservation at Boone Tavern for 4 people in 10:24,,,10:24,,,4,,,,,,,Boone Tavern,
719,book a restaurant for Jul. 27,,,Jul. 27,,restaurant,,,,,,,,,
720,book a restaurant on martin luther king jr. day with parking,,parking,martin luther king jr. day,,restaurant,,,,,,,,,
721,I want to be Main Deli Steak House  near  Hendley .,,,,near,,,,,Hendley,,,,Main Deli Steak House,
722,I need a reservation for 3 hours from now with a party of nine in neighboring  Sweden,,,3 hours from now,neighboring,,nine,,,,Sweden,,,,
723,Want to eat at The Meatball Shop that's within walking distance of erica's campus,,,,within walking distance,,,,,,,,erica's campus,The Meatball Shop,
724,book a spot for five  in the same area as 72nd St,,,,in the same area,,five,,,,,,72nd St,,
725,Find me a table at a european  bar for six in the neighboring  downtown  area ,,,,area,bar,six,,european,,,,downtown,,
726,I'd like to eat salads at a restaurant,salads,,,,restaurant,,,,,,,,,
727,"Book a table for 3 at one of the Restaurants in Washington, D.C. in Riverview",,,,,,3,,,Riverview,,,,"Restaurants in Washington, D.C.",
728,book a spot for one at four AM,,,four AM,,,one,,,,,,,,
729,Book a close by  brasserie in NC .,,,,close by,brasserie,,,,,,,,,NC
730,book a meal for four in DC,,,meal,,,four,,,,,,,,DC
731,Book reservations not far from our neighborhood for a party of 2,,,,not far,,2,,,,,,neighborhood,,
732,"Please book a coffeehouse restaurant type room to accommodate gretchen, trisha and amber which serves pastelaria dish",,,,,coffeehouse restaurant,,,pastelaria,,,"gretchen, trisha and amber",,,
733,"Book a bar for six on July eighth, 2023  in the same area in Equatorial Guinea which serves rillettes .",rillettes,,"July eighth, 2023",in the same area,bar,six,,,,Equatorial Guinea,,,,
734,Find me a table for four somewhere,,,,,,four,,,,,,,,
735,Book Mars 2112 in Rwanda for 4 people.,,,,,,4,,,,Rwanda,,,Mars 2112,
736,Book a restaurant that serves pasta for 5 people.,pasta,,,,restaurant,5,,,,,,,,
737,Book a restaurant for 3 people at eighteen oclock in Saint Vincent and the Grenadines .,,,eighteen,,restaurant,3,,,,Saint Vincent and the Grenadines,,,,
738,I want to eat at a Escondida  South Carolina  restaurant for 8 people,,,,,restaurant,8,,,Escondida,,,,,South Carolina
739,book a table for ten  downtown at a close-by  restaurant,,,,close-by,restaurant,ten,,,,,,downtown,,
740,Book a restaurant for 3 in New Mexico .,,,,,restaurant,3,,,,,,,,New Mexico
741,I need a pub with a smoking room in Ucolo reserved.,,smoking room,,,pub,,,,Ucolo,,,,,
742,"I'd like a reservation at a place in Iran for neva, alice and maggie parker .",,,,,,,,,,Iran,"neva, alice and maggie parker",,,
743,book a restaurant for 4 by shawn's work  close by,,,,close by,restaurant,4,,,,,,shawn's work,,
744,I'd like to eat at an outdoor  restaurant,,outdoor,,,restaurant,,,,,,,,,
745,I want to go to 88th St-Boyd Av or close by and book seats for 10,,,,close,,10,,,,,,88th St-Boyd Av,,
746,Can I get a table at The Fort ?,,,,,,,,,,,,,The Fort,
747,Lets go eat this fall at any restaurant that has parking in Finland,,parking,this fall,,restaurant,,,,,Finland,,,,
748,"book a spot for gay ramos, janice gonzales and I at a bar in Timbo",,,,,bar,,,,Timbo,,"gay ramos, janice gonzales and I",,,
749,I want to book a restaurant  in the same area where I live in MA for ebony and yolanda .,,,,in the same area,restaurant,,,,,,ebony and yolanda,,,MA
750,Book me a restaurant for nine in Statham,,,,,restaurant,nine,,,Statham,,,,,
751,book french food for me and angeline at a restaurant,,,,,restaurant,,,french,,,me and angeline,,,
752,I need a table in one hour from now at somewhere not far from LA,,,in one hour,not far,,,,,,,,,,LA
753,"Book reservations at a restaurant in Niue for me, edna and glenda",,,,,restaurant,,,,,Niue,"me, edna and glenda",,,
754,book a highly rated place in IN  in seven years at a pub,,,in seven years ,,pub,,highly rated,,,,,,,IN
755,book a spot for seven at a bar with chicken french,chicken french,,,,bar,seven,,,,,,,,
756,"Please book me a restaurant reservation at First Watch in Douglas , Maine .",,,,,restaurant,,,,Douglas,,,,First Watch,Maine
757,book a spot at a pub that has trottole for their meal,trottole,,meal,,pub,,,,,,,,,
758,I want to dine in Luray,,,,,,,,,Luray,,,,,
759,book in Bolivia a brasserie for tourte food,tourte,,,,brasserie,,,,,Bolivia,,,,
760,I'd like to eat at a neighboring  downtown  restaurant with a party of 2,,,,neighboring,restaurant,2,,,,,,downtown,,
761,book Bridge Round House for one at meal time in Democratic Republic of the Congo  close ,,,meal,close,,one,,,,Democratic Republic of the Congo,,,Bridge Round House,
762,book a restaurant for tortelloni for eight,tortelloni,,,,restaurant,eight,,,,,,,,
763,I would like to book Thomas Hynes House for 6 in Minnesota,,,,,,6,,,,,,,Thomas Hynes House,Minnesota
764,Book a table for my granddaughter and I at the restaurant .,,,,,restaurant,,,,,,my granddaughter and I,,,
765,Book a restaurant reservation in Hong Kong,,,,,restaurant,,,,,Hong Kong,,,,
766,find an outdoor facility for midday in Datil at a pub for six,,outdoor,midday,,pub,six,,,Datil,,,,,
767,Book a table for 10 at Top Pot Doughnuts,,,,,,10,,,,,,,Top Pot Doughnuts,
768,book a table for chasity and I in Vanuatu,,,,,,,,,,Vanuatu,chasity and I,,,
769,"Please book seating for one person at an indoor  restaurant that serves breakfast in Nicholasville , Tennessee",,indoor,breakfast,,restaurant,one,,,Nicholasville,,,,,Tennessee
770,I'd like to go to a pizzeria  within walking distance of Hutchinson,,,,within walking distance,pizzeria,,,,Hutchinson,,,,,
771,Get me reservations for seven at a restaurant in PW that serves tourte .,tourte,,,,restaurant,seven,,,,,,,,PW
772,"book a restaurant in Fort Gates , FL",,,,,restaurant,,,,Fort Gates,,,,,FL
773,"I'd like to go to the Venetian Theatre in Gabon , party of seven",,,,,,seven,,,,Gabon,,,Venetian Theatre,
774,Book me a restaurant that serves festoni for eight in New Hampshire,festoni,,,,restaurant,eight,,,,,,,,New Hampshire
775,book a spot for one at a food court in Riddlesburg,,,,,food court,one,,,Riddlesburg,,,,,
776,Book a party of 4 at Eddieâs Attic,,,,,,4,,,,,,,Eddieâs Attic,
777,Find me a nice restaurant in Mulvane .,,,,,restaurant,,,,Mulvane,,,,,
778,my great grandfather and I would like to get together at a taverna .,,,,,taverna,,,,,,my great grandfather and I,,,
779,"book a table in Mississippi on May nineteenth, 2034 for me, silvia and sandy",,,"May nineteenth, 2034",,,,,,,,"me, silvia and sandy",,,Mississippi
780,"in eight seconds , I'd like reservations at a food court that serves sardinian food in Pidcoke .",,,in eight seconds,,food court,,,sardinian,Pidcoke,,,,,
781,I want to book a restaurant for ten  this summer,,,this summer,,restaurant,ten,,,,,,,,
782,"Book a reservation for one at an italian  taverna for two PM in Hutchings , North Dakota",,,two PM,,taverna,one,,italian,Hutchings,,,,,North Dakota
783,book a churrascaria in Macao on May the twenty-third,,,May the twenty-third,,churrascaria,,,,,Macao,,,,
784,Book a reservation for a pub serving gateau in MS,gateau,,,,pub,,,,,,,,,MS
785,Book a reservation for six for a tyrolean  oyster bar,,,,,oyster bar,six,,tyrolean,,,,,,
786,Book me a reservation for Fatty Crew  in 13 weeks in Haskell,,,in 13 weeks,,,,,,Haskell,,,,Fatty Crew,
787,Make me a reservation at a fast food restaurant for elba and corina at a restaurant with parking,,parking,,,restaurant,,,,,,elba and corina,,,
788,book Itsu for Tonight,,,Tonight,,,,,,,,,,Itsu,
789,book The Kegs Drive-In  in 37 weeks in Saudi Arabia,,,in 37 weeks,,,,,,,Saudi Arabia,,,The Kegs Drive-In,
790,I'd like a table at a top-rated  tea house with javanese cuisine this week in Germany,,,this week,,tea house,,top-rated,javanese,,Germany,,,,
791,book a restaurant for me and my mother in law in Montserrat,,,,,restaurant,,,,,Montserrat,me and my mother in law,,,
792,Book me a table at a top-rated  tea house in Suriname,,,,,tea house,,top-rated,,,Suriname,,,,
793,I want seats for four at a place in RI,,,,,,four,,,,,,,,RI
794,book a spot for selma and molly at a steakhouse with saucisse that is close-by  McSherrystown,saucisse,,,close-by,steakhouse,,,,,,selma and molly,McSherrystown,,
795,Book a restaurant in the Maldives  in one second .,,,in one second,,restaurant,,,,,Maldives,,,,
796,Reserve me a resturant for 5 at seventeen o'clock,,,seventeen o'clock,,,5,,,,,,,,
797,book a tavern on lincoln's birthday/lincoln's day,,,lincoln's birthday/lincoln's day,,tavern,,,,,,,,,
798,Book a table for three people at John Pearson Soda Works in Mauritius .,,,,,,three,,,,Mauritius,,,John Pearson Soda Works,
799,I need a table in neighboring  Carencro at the Bridge Round House,,,,neighboring,,,,,Carencro,,,,Bridge Round House,
800,I need seats for 10 at a highly rated  restaurant,,,,,restaurant,10,highly rated,,,,,,,
801,book a spot for 9  in thirty three days at Ringlestone Inn  close to Grenada,,,in thirty three days,close,,9,,,,Grenada,,,Ringlestone Inn,
802,I'd like a table for 10 at a distant place downtown for next fall,,,next fall,distant,,10,,,,,,downtown,,
803,Book a restaurant for eight people in six years .,,,in six years,,restaurant,eight,,,,,,,,
804,I would like a table at a taverna with croquembouche for 1 minute from now,croquembouche,,1 minute from now,,taverna,,,,,,,,,
805,Reserve a table for 8 in neighboring  Hitchland .,,,,neighboring,,8,,,Hitchland,,,,,
806,I want to book a highly rated  fast food restaurant  now .,,,now,,fast food restaurant,,highly rated,,,,,,,
807,Find a table somewhere for me and my step mother in Graniteville  DE,,,,,,,,,Graniteville,,me and my step mother,,,DE
808,Please reserve a spot at Ballachulish House .,,,,,,,,,,,,,Ballachulish House,
809,I would like an outdoor  cafeteria for 3,,outdoor,,,cafeteria,3,,,,,,,,
810,book a table for ten people at a restaurant that serves noodle,noodle,,,,restaurant,ten,,,,,,,,
811,Book a table for a party of 7  next year in ID .,,,next year,,,7,,,,,,,,ID
812,"Book me a reservation at a burger  joint  close-by  Choate on july 16th, 2022",burger,,"july 16th, 2022",close-by,joint,,,,Choate,,,,,
813,table for two on Nov. fifteenth,,,Nov. fifteenth,,,two,,,,,,,,
814,book a spot at a restaurant  faraway from 138th St,,,,faraway,restaurant,,,,,,,138th St,,
815,Reserve a table for 1 person in WI .,,,,,,1,,,,,,,,WI
816,I would like to book a restaurant for 9 on Dec. 13,,,Dec. 13,,restaurant,9,,,,,,,,
817,Book a bar for 6 that has stuffed ham and isn't too faraway from Canarsie - Rockaway Parkway on bennington battle day .,stuffed ham,,bennington battle day,faraway,bar,6,,,,,,Canarsie - Rockaway Parkway,,
818,book a spot for ten in Upper Marlboro  PR,,,,,,ten,,,Upper Marlboro,,,,,PR
819,"I would like to book a table at a delicatessen in punjabi for me, angela and vilma",,,,,delicatessen,,,punjabi,,,"me, angela and vilma",,,
820,"Get me a table for sonya, rebekah and I at a restaurant in Latvia .",,,,,restaurant,,,,,Latvia,"sonya, rebekah and I",,,
821,book a table for 3  far from Tullytown at a coffeehouse with a smoking room,,smoking room,,far,coffeehouse,3,,,,,,Tullytown,,
822,"Book a reservation for a restaurant in Stonewood , GU",,,,,restaurant,,,,Stonewood,,,,,GU
823,I'd like to eat around  ID on august the 16th with a party of 8,,,august the 16th,around,,8,,,,,,,,ID
824,Reserve in Bermuda a food court  near  jan and I,,,,near,food court,,,,,Bermuda,jan and I,,,
825,book a spot for 6 in Pilot Mound  Palau on feb. the twenty-fourth,,,feb. the twenty-fourth,,,6,,,Pilot Mound,,,,,Palau
826,at thirteen o'clock book a table for margie and I in Vanuatu,,,thirteen o'clock,,,,,,,Vanuatu,margie and I,,,
827,"book Tun Tavern for shawna davis, michelle and lizzie in Vermont",,,,,,,,,,,"shawna davis, michelle and lizzie",,Tun Tavern,Vermont
828,"I want to book a restaurantin Perrytown  Missouri for candice, jeannie and nichole .",,,,,,,,,Perrytown,,"candice, jeannie and nichole",,,Missouri
829,book a bar table for Tonight for rajasthani food,,,Tonight,,bar,,,rajasthani,,,,,,
830,book a eggo serving brasserie for ten,eggo,,,,brasserie,ten,,,,,,,,
831,Can you make reservations for a party of eight in Iowa,,,,,,eight,,,,,,,,Iowa
832,"I'm looking to get reservations for me, jillian and louella at a restaurant that is faraway from TX .",,,,faraway,restaurant,,,,,,"me, jillian and louella",,,TX
833,"I'd like a table in a smoking room in a taverna on sep. 23, 2023",,smoking room,"sep. 23, 2023",,taverna,,,,,,,,,
834,Book me a restaurant reservation in Fiji for zero am,,,zero am,,restaurant,,,,,Fiji,,,,
835,Book a spot at a taverna for my cousin and I in Burundi,,,,,taverna,,,,,Burundi,my cousin and I,,,
836,Can  book a pizzeria that will serve a cupcake ?,cupcake,,,,pizzeria,,,,,,,,,
837,book a table for 2 at a highly rated  restaurant  within walking distance of taverna  OK,,,,within walking distance,taverna,2,highly rated,,,,,,,OK
838,I would like a restaurant reservation for this year for 4 people.,,,this year,,restaurant,4,,,,,,,,
839,I would like to book a food truck for my friend and I ,,,,,food truck,,,,,,my friend and I,,,
840,Book reservations for five at Eleven Madison Park  today  within walking distance from Flaxton,,,today,within walking distance,,five,,,Flaxton,,,,Eleven Madison Park,
841,I need a reservation for three people at a spa  restaurant  in two hundred thirty seven days,,spa,in two hundred thirty seven days,,restaurant,three,,,,,,,,
842,book a spot for ten at a pub that has umbrian in NV on feb. the fourth,,,feb. the fourth,,pub,ten,,umbrian,,,,,,NV
843,Book a table for mamie and maria at a south tyrolean  restaurant  within walking distance from Fisk Av-69th St .,,,,within walking distance,restaurant,,,south tyrolean,,,mamie and maria,Fisk Av-69th St,,
844,book for lobster newberg  this week in Malaysia at a restaurant for four,lobster newberg,,this week,,restaurant,four,,,,Malaysia,,,,
845,Book a reservation for seven people at a steakhouse in Kenya,,,,,steakhouse,seven,,,,Kenya,,,,
846,I want to eat at a pickled cucumber  brasserie  in 12 months,pickled cucumber,,in 12 months,,brasserie,,,,,,,,,
847,Book a restasurant in Pohick  Delaware .,,,,,,,,,Pohick,,,,,Delaware
