,text,playlist,entity_name,music_item,playlist_owner,artist
858,I want to put sons of the sea on the pulse of americana playlist,the pulse of americana,sons of the sea,,,
859,Play Disco Tango to Power Walk,Power Walk,Disco Tango,,,
860,For my playlist chill add the name Cater Fe She,chill,Cater Fe She,,my,
861,add track to This Is ZezÃ© Di Camargo & Luciano playlist,This Is ZezÃ© Di Camargo & Luciano,,track,,
862,add Put Your Hand Inside the Puppet Head to the playlist named Lazy Chill Afternoon,Lazy Chill Afternoon,Put Your Hand Inside the Puppet Head,,,
863,add The Little House We Built onto mucho rap,mucho rap,The Little House We Built,,,
864,add track to rapcaviar,rapcaviar,,track,,
865,"add artist  Fabri Fibra to This Is Earth, Wind & Fire","This Is Earth, Wind & Fire",,artist,,Fabri Fibra
866,add this song to the Top 100 Indie Tracks on Spotify playlist,Top 100 Indie Tracks on Spotify,,song,,
867,Put this album in shuffle syndrome,shuffle syndrome,,album,,
868,Add a song to my playlist Black History Salute,Black History Salute,,song,my,
869,put Before the Eulogy onto Acoustic Blues,Acoustic Blues,Before the Eulogy,,,
870,"I want to send music to ann's lists from SIR John Winston Ono Lennon , put it on her Infinite Indie Folk list",Infinite Indie Folk,SIR John Winston Ono Lennon,,ann's,
871,want to add this Nick Mason  tune to the Sylvia Plath playlist,Sylvia Plath,,tune,,Nick Mason
872,add saxophone supremacy to ofelia's  calm before the storm playlist,calm before the storm,saxophone supremacy,,ofelia's,
873,Add there is nothing like a dame to my playlist Guest List TaKe,Guest List TaKe,there is nothing like a dame,,my,
874,Add big bill broonzy to my  Impulso Creativo,Impulso Creativo,,,my,big bill broonzy
875,add album to my  piano ballads,piano ballads,,album,my,
876,put glenn stetson to my  your daily routine playlis,your daily routine,,,my,glenn stetson
877,add tune to Electro Workout,Electro Workout,,tune,,
878,Add bright and breezy to my  This Is Gucci Mane playlist,This Is Gucci Mane,bright and breezy,,my,
879,I would like this song added to my  princesas indie playlist.,princesas indie,,song,my,
880,Add the artist  Michael Schenker to ina's  this is jennifer lopez playlist,this is jennifer lopez,,artist,ina's,Michael Schenker
881,add the artist  joseph meyer to my  mad cool festival 2017 playlist,mad cool festival 2017,,artist,my,joseph meyer
882,Put transatlantic lullaby on sharlene's  napoleon xiv playlist,transatlantic lullaby,,,sharlene's,napoleon xiv
883,add Rakim y Ken Y to my  Gold Edition playlist,Gold Edition,,,my,Rakim y Ken Y
884,add this artist to my  Pop Punk's Not Dead,Pop Punk's Not Dead,,artist,my,
885,add this artist to primavera sound 2016 barcelona,primavera sound 2016 barcelona,,artist,,
886,Add the entire album into indie espaÃ±ol,indie espaÃ±ol,,album,,
887,add track to my  Gold Edition playlist,Gold Edition,,track,my,
888,Add the artist  Borys Ljatoschynskyj to my  under the surface playlist,under the surface,,artist,my,Borys Ljatoschynskyj
889,Add John Tesh to my  salsa classics playlist,salsa classics,,,my,John Tesh
890,Add another song to my  88 keys playlist.,88 keys,,song,my,
891,Add the artist  jill vidal to my  SinfonÃ­a Hipster playlist,SinfonÃ­a Hipster,,artist,my,jill vidal
892,I want to add Mark Boston to my  Power Walk list,Power Walk,,,my,Mark Boston
893,Put sita on bettie's  global funk playlist,global funk,,,bettie's,sita
894,Add lari white  song to my  Soulful Disco playlist,Soulful Disco,,song,my,lari white
895,Add gregory douglass to my  WHM list,WHM,,,my,gregory douglass
896,add go to The MetalSucks Playlist,The MetalSucks Playlist,go,,,
897,Add track to novedades viernes sudamÃ©rica,novedades viernes sudamÃ©rica,,track,,
898,Add javine hylton to my  evening playlist,evening,,,my,javine hylton
899,Add this tune to the Heavy Gamer playlist.,Heavy Gamer,,tune,,
900,For my playlist jazzy dinner add the name Kick Over the Traces,jazzy dinner,Kick Over the Traces,,my,
901,Add tune to Genuine R&B,Genuine R&B,,tune,,
902,Add mike mantler to playlist girls' night,girls' night,,,,mike mantler
903,Put this tune on my  get your mind right playlist,get your mind right,,tune,my,
904,Please include Emily Remler in Indie Bluegrass,Indie Bluegrass,,,,Emily Remler
905,I want to put roberto valverde into my  Ultra Metal list,Ultra Metal,,,my,roberto valverde
906,add john brown to my  Dinnertime Acoustics,Dinnertime Acoustics,john brown,,my,
907,add track to All Out 70s,All Out 70s,,track,,
908,add to laundry playlist with this song,laundry,,song,,
909,add Troy Andrews to my  pop punk powerhouses,pop punk powerhouses,,,my,Troy Andrews
910,put this frederick knight  track on my  the midnight hour playlist,the midnight hour,,track,my,frederick knight
911,add Marching Band to miami 2017 guest list,miami 2017 guest list,Marching Band,,,
912,add this album to my  forever country playlist,forever country,,album,my,
913,add Bedroom Jams to album,Bedroom Jams,,album,,
914,Add I Almost Lost My Mind to my  bossa nova dinner playlist.,bossa nova dinner,I Almost Lost My Mind,,my,
915,For the playlist running power add the name The Best Is Yet to Come,running power,The Best Is Yet to Come,,,
916,add the essential jacksons to my  Perfect Concentration,Perfect Concentration,the essential jacksons,,my,
917,Add an abrar ul haq  track to my playlist Soul Lounge,Soul Lounge,,track,my,abrar ul haq
918,put this album on my  conexiones list,conexiones,,album,my,
919,put Kids of the Black Hole onto my  90s por siempre playlist,90s por siempre,Kids of the Black Hole,,my,
920,Add judge jules to instrumental study,instrumental study,,,,judge jules
921,Add to ila's playlist A Mi Manera Recopilatorio the name my heart stood still,A Mi Manera Recopilatorio,my heart stood still,,ila's,
922,Add a tune to my  this is marc anthony playlist,this is marc anthony,,tune,my,
923,Add histoires sans paroles to my  Women of K-Pop list,Women of K-Pop,histoires sans paroles,,my,
924,"I want to add george formby, jr to the family favorites playlist",family favorites,,,,"george formby, jr"
925,add adele onto funtime activity playlist,funtime activity,,,,adele
926,Add another tune to my  Trance Life playlist.,Trance Life,,tune,my,
927,Please add Iris DeMent to my playlist this is selena,this is selena,,,my,Iris DeMent
928,Add another tune to my  Pumping Iron playlist.,Pumping Iron,,tune,my,
929,Add this album to sheri's playlist journey,journey,,album,sheri's,
930,add this artist to disco fever playlist,disco fever,,artist,,
931,Add the artist  tom cochrane to new york groove,new york groove,,artist,,tom cochrane
932,Add Sabrina Salerno to the Grime Instrumentals playlist,Grime Instrumentals,,,,Sabrina Salerno
933,Add to playlist Confidence Boost  Here Comes Santa Claus,Confidence Boost,Here Comes Santa Claus,,,
934,add Deus Deceptor to Dance Workout,Dance Workout,Deus Deceptor,,,
935,Add a Tom Thacker  tune to my  rock classics,rock classics,,tune,my,Tom Thacker
936,Place Raise Your Fist onto year in metal 2016 .,year in metal 2016,Raise Your Fist,,,
937,add this artist to spring music,spring music,,artist,,
938,Add Kloden drejer to my  listas de Ã©xitos playlist,listas de Ã©xitos,Kloden drejer,,my,
939,Add Marianne Faithfull to june's  Hillary Clinton's Women's History Month Playlist .,Hillary Clinton's Women's History Month Playlist,,,june's,Marianne Faithfull
940,Add another track to my  Catch 'Em All playlist.,Catch 'Em All,,track,my,
941,Add Omoide wa Okkusenman to an instrumental sunday,an instrumental sunday,Omoide wa Okkusenman,,,
942,Add a track to my  classical feast playlist.,classical feast,,track,my,
943,Add Sam Moore to lo mejor de los 00's,lo mejor de los 00's,,,,Sam Moore
944,add tune to my  this is john williams playlist,this is john williams,,tune,my,
945,Please put an album by Joseph Meyer on my  POP GOES THE 80s playlist,POP GOES THE 80s,,album,my,Joseph Meyer
946,add ojuelegba to trabajo ritmos dance,trabajo ritmos dance,ojuelegba,,,
947,Include Kunnon syy in my  Trap Land playlist.,Trap Land,Kunnon syy,,my,
948,Put an inyecciÃ³n musical  track in the nanette's playlist.,inyecciÃ³n musical,,track,nanette's,
949,I want to add a tune by Damon Johnson to my  frescura indie playlist,frescura indie,,tune,my,Damon Johnson
950,add Puzzles Like You in my playlist Reggae,Reggae,Puzzles Like You,,my,
951,add xsuie in Your Favorite Coffeehouse,Your Favorite Coffeehouse,xsuie,,,
952,Add Tsubasa Imai to my  Another Glass playlist,Another Glass,,,my,Tsubasa Imai
953,add this artist to my  Guilty Pleasures playlist,Guilty Pleasures,,artist,my,
954,add heresy and the hotel choir to the evening acoustic playlist,evening acoustic,heresy and the hotel choir,,,
955,Add singing in the trees to rena's  Lo mejor de Radio 3 playlist.,Lo mejor de Radio 3,singing in the trees,,rena's,
956,Include Jesper Kyd in the Grime Instrumentals playlist,Grime Instrumentals,,,,Jesper Kyd
957,add Devil Pray to my  party list,party,Devil Pray,,my,
958,add ivan mane jarnowick to Fusion Fest,Fusion Fest,,,,ivan mane jarnowick
959,Add a jacob miller  album to my  Hardcore Punk playlist.,Hardcore Punk,,album,my,jacob miller
960,Add Jamaica Say You Will to my  metal,metal,Jamaica Say You Will,,my,
961,Add Shooter Jennings to the All Out 70s playlist.,All Out 70s,,,,Shooter Jennings
962,The Sleep Machine Rainforest playlist needs another tune,The Sleep Machine Rainforest,,tune,,
963,add joan wasser to running playlist,running,,,,joan wasser
964,Add seek & destroy to Sin Ti playlist,Sin Ti,seek & destroy,,,
965,Add artist  Matt Noveskey to journey,journey,,artist,,Matt Noveskey
966,add Sara Carter to my  Nothing But A Party R&B,Nothing But A Party R&B,,,my,Sara Carter
967,I want novena on a nocturn added to the playlist called Gold Edition,Gold Edition,novena on a nocturn,,,
968,add count von cosels obsession to Jazzy Romance,Jazzy Romance,count von cosels obsession,,,
969,please add this Rex Griffin  tune to the Steampunk playlist,Steampunk,,tune,,Rex Griffin
970,marcia carolus rex should get added to my  Women of SXSW playlist,Women of SXSW,marcia carolus rex,,my,
971,add this album by don reno to my playlist named indiespain,indiespain,,album,my,don reno
972,For my  Crossfit playlist add The Soul Sessions Volume 2,Crossfit,The Soul Sessions Volume 2,,my,
973,Add camille to the This Is Lady Antebellum playlist,This Is Lady Antebellum,,,,camille
974,add jeanette to extreme metal workout,extreme metal workout,,,,jeanette
975,add Sirusho to the 50 ClÃ¡sicos playlist,50 ClÃ¡sicos,,,,Sirusho
976,add tune to my  instrumental funk playlist,instrumental funk,,tune,my,
977,Add artist  chris squire to my  The Birth of Cool playlist,The Birth of Cool,,artist,my,chris squire
978,Put some mac wiseman in my  latino caliente playlist.,latino caliente,,,my,mac wiseman
979,I wish to add this album to the dinner playlist,dinner,,album,,
980,Add child owlet to my  Sleep Sounds playlist,Sleep Sounds,child owlet,,my,
981,Add Family Tree to conexiones,conexiones,Family Tree,,,
982,Add the tune to my  chill hits playlist.,chill hits,,tune,my,
983,Add Bonga to the Black Sabbath The Dio Years playlist,Black Sabbath The Dio Years,,,,Bonga
984,Add Fra Mols til Skagen to my  this is trey songz playlist,this is trey songz,Fra Mols til Skagen,,my,
985,Add this tune to my  Indie Reflection Playlist,Indie Reflection,,tune,my,
986,I want a Mi Lu Bing  song in my  Pop Dance playlist.,Pop Dance,,song,my,Mi Lu Bing
987,add MG The Visionary to my  Dubstep playlist,Dubstep,,,my,MG The Visionary
988,add what if punk never happened to autumn,autumn,what if punk never happened,,,
989,add Novedades Pop to my  all out of luck list,Novedades Pop,all out of luck,,my,
990,Add Troy van Leeuwen to my  nu metal list,nu metal,,,my,Troy van Leeuwen
991,Add the singer Maxine Nightingale to the Spanish Beat playlist.,Spanish Beat,,,,Maxine Nightingale
992,add Tarte to bandas sonoras playlist,bandas sonoras,Tarte,,,
993,add jeff burrows  album to my  Country Hits playlist,Country Hits,,album,my,jeff burrows
994,add this tune to my  Rock This,Rock This,,tune,my,
995,Add impossible is nothing to SPA Treatment,SPA Treatment,impossible is nothing,,,
996,Add a tune to Skylar Diggins' Training Mix,Skylar Diggins' Training Mix,,tune,,
997,Add a track to my playlist funk outta here,funk outta here,,track,my,
998,Add morten harket to this is puccini,this is puccini,,,,morten harket
999,add Chrome Reflection to my  throwback thursday playlist,throwback thursday,Chrome Reflection,,my,
1000,Add a song to the para dormir playlist.,para dormir,,song,,
1001,Add cecil womack to my  50 Great Female Voices playlist.,50 Great Female Voices,,,my,cecil womack
1002,Put Ron Wood in the Digster Reggae playlist.,Digster Reggae,,,,Ron Wood
1003,Add album to princesas indie,princesas indie,,album,,
1004,Add Andreas Johnson to my  Rock Save The Queen playlist,Rock Save The Queen,,,my,Andreas Johnson
1005,Add this song to year in metal 2016,year in metal 2016,,song,,
1006,add this album to my  de camino a clase playlist,de camino a clase,,album,my,
1007,Can you put some monifah on my  disco fever playlist,disco fever,,,my,monifah
1008,please add this song to Madden NFL 16,Madden NFL 16,,song,,
1009,"add kenneth c ""jethro"" burns songs in my playlist soundscapes for gaming",soundscapes for gaming,,,my,"kenneth c ""jethro"" burns"
1010,add a j mclean to rock to work,rock to work,,,,a j mclean
1011,Add the song to the pure seduction playlists,pure seduction,,song,,
1012,Add this track by Brian Welch to the spring music playlist,spring music,,track,,Brian Welch
1013,Add artist  hex hector to my  old school death metal playlist,old school death metal,,artist,my,hex hector
1014,I'd like to move the artist named Matt Walker to the playlist grandes unplugged,grandes unplugged,,artist,,Matt Walker
1015,Add Every Song Is a Cry for Love to my playlist Soul 'n' The City,Soul 'n' The City,Every Song Is a Cry for Love,,my,
1016,please add John Deacon to the funtime activity playlist,funtime activity,,,,John Deacon
1017,add bert mccracken  tune  lo que suena new york playlist,lo que suena new york,,tune,,bert mccracken
1018,"Add Star Light, Star Bright to my  jazz classics playlist.",jazz classics,"Star Light, Star Bright",,my,
1019,Edit Classic Road Trip Songs put on Sammy Cahn,Classic Road Trip Songs,,,,Sammy Cahn
1020,add agua y sal in Classic Jazz Funk,Classic Jazz Funk,agua y sal,,,
1021,add this song by torch to my  Sing Along playlist,Sing Along,,song,my,torch
1022,Add Jerry Dixon to my  chill out list,chill out,,,my,Jerry Dixon
1023,add antisleep volume 04 in All Out 70s playlist,All Out 70s,antisleep volume 04,,,
1024,Add artist to my  80'S PARTY,80'S PARTY,,artist,my,
1025,Add a tune to my playlist Women of K-Pop,Women of K-Pop,,tune,my,
1026,add album to my  I Love My 90's R&B,I Love My 90's R&B,,album,my,
1027,Add tune to my  Folk Music At The Gaslight CafÃ©,Folk Music At The Gaslight CafÃ©,,tune,my,
1028,Add Heart Like a Hurricane to digster soul classics,digster soul classics,Heart Like a Hurricane,,,
