,text,timeRange,spatial_relation,geographic_poi,city,country,condition_description,current_location,condition_temperature,state
851,what is the forecast for in eighteen minutes  here for colder temps,in eighteen minutes,,,,,,here,colder,
852,Is it warm in the current spot ?,,,,,,,current spot,warm,
853,Is it cold ever in Farristown  Tanzania,,,,Farristown,Tanzania,,,cold,
854,"Tell me the weather forecast for Roseburg , Iowa",,,,Roseburg,,,,,Iowa
855,What will the humidity be in Varnado  Georgia at one am,one am,,,Varnado,,humidity,,,Georgia
856,What's the weather in Mayotte,,,,,Mayotte,,,,
857,Is it warm  here  now ?,now,,,,,,here,warm,
858,What's the weather far from Jarbidge,,far,,Jarbidge,,,,,
859,Will it get windy  close by here ?,,close,,,,windy,here,,
860,what is the freezing forecast for British Virgin Islands,,,,,British Virgin Islands,,,freezing,
861,Will it be chilly in MA  12 days from now,12 days from now,,,,,,,chilly,MA
862,weather near  California,,near,,,,,,,California
863,Is it going to be snowy  here,,,,,,snowy,here,,
864,Weather for Coaldale  Arkansas ,,,,Coaldale,,,,,Arkansas
865,Is it forecast to be warm in Bosnia and Herzegovina ?,,,,,Bosnia and Herzegovina,,,warm,
866,will it be a snowy  day in Dalcour,day,,,Dalcour,,snowy,,,
867,Is there a cloud in the sky in Thornville on Feb. fifth,Feb. fifth,,,Thornville,,cloud,,,
868,What is the weather going to be like on st. patrick's day ?,st. patrick's day,,,,,,,,
869,"What will be the forecast for Belarus in the future around sep. the 22nd, 2020 ?","sep. the 22nd, 2020",,,,Belarus,,,,
870,will there be a blizzard in Kettleman City today,,,,Kettleman City,,blizzard,,,
871,will it be cloudy  in one minute in Jungo  MH,in one minute,,,Jungo,,cloudy,,,MH
872,What is the weather forecast now in Texas ?,now,,,,,,,,Texas
873,What will the weather be like in 1 hour in Bethesda,in 1 hour,,,Bethesda,,,,,
874,What will the weather be doing at midnight in Brazil ?,midnight,,,,Brazil,,,,
875,What's the weather here on 2/7/2021,2/7/2021,,,,,,here,,
876,what is the overcast forecast for midday in ID,midday,,,,,overcast,,,ID
877,Tell me when it will be humid  here,,,,,,humid,here,,
878,what is the forecast for in 1 second at Monte Sereno for freezing temps,in 1 second,,,Monte Sereno,,,,freezing,
879,Will it be hot  near  Calakmul Biosphere Reserve  3 seconds from now,3 seconds from now,near,Calakmul Biosphere Reserve,,,,,hot,
880,Will it get windy  this week-end in Selva Jedediah Smith ?,this week-end,,Selva Jedediah Smith,,,windy,,,
881,Is it forecast to be temperate  here ?,,,,,,,here,temperate,
882,Will it be hotter  next month in South Dakota ?,next month,,,,,,,hotter,South Dakota
883,will the weather be colder in Naguabo  four minutes from now,four minutes from now,,,Naguabo,,,,colder,
884,Is it supposed to get chilly in Dewey,,,,Dewey,,,,chilly,
885,Will it be freezing in 5 weeks from now in NH,5 weeks from now,,,,,,,freezing,NH
886,What's the weather in the U.S. Virgin Islands,,,,,U.S. Virgin Islands,,,,
887,what is the forecast for this current position for chilly temps,,,,,,,current position,chilly,
888,What's the weather forecast for my current location on jun. 2 ?,jun. 2,,,,,,current location,,
889,What's the weather forecast for Connecticut,,,,,,,,,Connecticut
890,I need the weather at noon for E.A. Vaughn Wildlife Management Area,noon,,E.A. Vaughn Wildlife Management Area,,,,,,
891,Will it be freezing  within walking distance of Alaska ?,,within walking distance,,,,,,freezing,Alaska
892,Is it forecast to be chillier in Latvia ?,,,,,Latvia,,,chillier,
893,"Will it be warmer at lunch in Prentice , Armenia",lunch,,,Prentice,Armenia,,,warmer,
894,What's the weather in Mettawa  Oklahoma,,,,Mettawa,,,,,Oklahoma
895,What's the weather going to be like at my current spot at 7 am,7 am,,,,,,current spot,,
896,what is the forecast for close to Texas,,close,,,,,,,Texas
897,show weather forecast in West Crossett  Luxembourg  in fourteen minutes,in fourteen minutes,,,West Crossett,Luxembourg,,,,
898,what is the October 19th forecast for Iran,October 19th,,,,Iran,,,,
899,"Is it going to be warmer in Cinnaminson , North Carolina at 06:59 AM ?",06:59 AM,,,Cinnaminson,,,,warmer,North Carolina
900,Will it be hot in Keachi,,,,Keachi,,,,hot,
901,what is the Cameia National Park forecast for in one minute and 1 second,in one minute and 1 second,,Cameia National Park,,,,,,
902,Will it be snowy in Parnell ?,,,,Parnell,,snowy,,,
903,What will the weather be in Michigan ?,,,,,,,,,Michigan
904,Will it be foggy  now  close to Jolley,now,close,,Jolley,,foggy,,,
905,Will it be hot  here at 22 o'clock ?,22 o'clock,,,,,,here,hot,
906,"What will the weather be like here on february 22, 2024","february 22, 2024",,,,,,here,,
907,What will the weather be in Allenwood ?,,,,Allenwood,,,,,
908,Is it freezing this evening in Maunabo  United States,evening,,,Maunabo,United States,,,freezing,
909,what is the forecast for the current spot for cloudy conditions,,,,,,cloudy,current spot,,
910,Is it going to be stormy  close to Australia,,close,,,Australia,stormy,,,
911,How will the weather be on May 9 in Wyoming ?,May 9,,,,,,,,Wyoming
912,Is it going to be windy  here on Nov. 17,Nov. 17,,,,,windy,here,,
913,Show the forecast for two years from now in Lake Telemark  Sudan,two years from now,,,Lake Telemark,Sudan,,,,
914,How is the weather right now at my current place ?,now,,,,,,current place,,
915,Will it be chillier  seven weeks from now in Senegal,seven weeks from now,,,,Senegal,,,chillier,
916,Will it be rainy in Malta,,,,,Malta,rainy,,,
917,I want to book a restaurant in 40 weeks in Iowa .,in 40 weeks,,,,,,,,Iowa
918,what is the weather forecast for Ãland,,,,,Ãland,,,,
919,What is the weather forecast for Laos,,,,,Laos,,,,
920,Will it rain  here ?,,,,,,rain,here,,
921,"What's the weather forecast for Winnfield , Georgia ?",,,,Winnfield,,,,,Georgia
922,"What's the weather forecast for next saturday in Granite , WI ?",next saturday,,,Granite,,,,,WI
923,Is it hotter  now in Hicks,now,,,Hicks,,,,hotter,
924,Is it going to be warmer  in 2 years and a half in Deweese ?,in 2 years and a half,,,Deweese,,,,warmer,
925,Will it get warmer in Berkley,,,,Berkley,,,,warmer,
926,Can you tell me the weather forecast for Samoa,,,,,Samoa,,,,
927,what is the forecast for here and now,now,,,,,,here,,
928,will the weather be warm  far from Niger at 15 o'clock,15 o'clock,far,,,Niger,,,warm,
929,What will the weather be in Stelvio National Park  1 hour and 1 minute from now ?,1 hour and 1 minute from now,,Stelvio National Park,,,,,,
930,Will it be hotter  close by here at 13 o'clock ?,13 o'clock,close,,,,,here,hotter,
931,what is the Fiji forecast for warm temps,,,,,Fiji,,,warm,
932,"What will the weather be like on aug. the 8th, 2032  here","aug. the 8th, 2032",,,,,,here,,
933,"warmer condition in Haiti , South Otselic",,,,South Otselic,Haiti,,,warmer,
934,Is it going to get hotter at the Halfbreed Lake National Wildlife Refuge,,,Halfbreed Lake National Wildlife Refuge,,,,,hotter,
935,What's the forecast for right here,,,,,,,here,,
936,Is there hail forecast for Hale Center on 7/22/2030 ?,7/22/2030,,,Hale Center,,hail,,,
937,Is it sunny  1 second from now in the Pitcairn Islands,1 second from now,,,,Pitcairn Islands,sunny,,,
938,What is the predicted weather for my current spot  next month ?,next month,,,,,,current spot,,
939,Is there snowstorm in LA ?,,,,,,snowstorm,,,LA
940,what is the Pennsylvania forecast for Three Forks for midnight,midnight,,,Three Forks,,,,,Pennsylvania
941,Will it be warmer at sunrise in Jeffrey City ?,sunrise,,,Jeffrey City,,,,warmer,
942,"Will it be even hotter  2 years from now in El Jebel , Niger",2 years from now,,,El Jebel,Niger,,,hotter,
943,What will the weather be in Montserrat ?,,,,,Montserrat,,,,
944,"Is it supposed to be windy in ME on june the 14th, 2024 ?","june the 14th, 2024",,,,,windy,,,ME
945,"Is it cold  now in Carlos , IL",now,,,Carlos,,,,cold,IL
946,"On oct. 26 , I will need to make reservations to eat in Halibut Point State Park .",oct. 26,,Halibut Point State Park,,,,,,
947,Is it going to be temperate at six am in Washington,six am,,,,,,,temperate,Washington
948,Is there a snowstorm coming in Dana at 4 pm,4 pm,,,Dana,,snowstorm,,,
949,in 17 minutes will it be foggy in Songimvelo Game Reserve,in 17 minutes,,Songimvelo Game Reserve,,,foggy,,,
950,What will the weather be at thirteen in NJ ?,thirteen,,,,,,,,NJ
951,what is the weather in Steward,,,,Steward,,,,,
952,"Will it be hot on december 28 in Ayr , MI",december 28,,,Ayr,,,,hot,MI
953,Will it get windy in Ocean Breeze Park ?,,,,Ocean Breeze Park,,windy,,,
954,Is there a snowstorm in the forecast for Saint Helena ?,,,,,Saint Helena,snowstorm,,,
955,Tell me if it'll be chilly  1 second from now  here,1 second from now,,,,,,here,chilly,
956,what is the weather of East Portal  KS,,,,East Portal,,,,,KS
957,Is it chilly in Curacao ,,,,,Curacao,,,chilly,
958,I need the forecast for close by  Becharof National Wildlife Refuge  in nine months,in nine months,close by,Becharof National Wildlife Refuge,,,,,,
959,"What is the weather forecast for Yoakum , SC ?",,,,Yoakum,,,,,SC
960,What is the forecast for this Fall in Lesotho,this Fall,,,,Lesotho,,,,
961,I need the weather for 7/13/2036 in Gwynedd Valley,7/13/2036,,,Gwynedd Valley,,,,,
962,"Will Mondamin be hot on July 20, 2021 ?","July 20, 2021",,,Mondamin,,,,hot,
963,What is the weather forecast for Manassa ?,,,,Manassa,,,,,
964,show fog conditions at 7 am in NH,7 am,,,,,fog,,,NH
965,What will the weather be in Hillview ?,,,,Hillview,,,,,
966,"What will the weather be like on january 16, 2030 in Rainbow Falls State Park","january 16, 2030",,Rainbow Falls State Park,,,,,,
967,What will the weather be in LA at 9 o'clock,9 o'clock,,,,,,,,LA
968,Is it hot in Zephyrhills ?,,,,Zephyrhills,,,,hot,
969,will it be chillier in Ruskin,,,,Ruskin,,,,chillier,
970,what is the weather forecast for Piqua on Pearl Harbor Remembrance Day,Pearl Harbor Remembrance Day,,,Piqua,,,,,
971,what is MO forecast for hotter temps in Kalkaska,,,,Kalkaska,,,,hotter,MO
972,"Will it be warm in Jenners , Panama on August the sixteenth ?",August the sixteenth,,,Jenners,Panama,,,warm,
973,Will there be alot of wind on March 13th in Lost Creek  Bahrain,March 13th,,,Lost Creek,Bahrain,wind,,,
974,Will it be nice on Aug. the nineteenth in Beda  Bulgaria,Aug. the nineteenth,,,Beda,Bulgaria,,,,
975,Is it cloudy  in the same area of Lynn Shore Reservation,,in the same area,Lynn Shore Reservation,,,cloudy,,,
976,"What will be the weather like in Turks and Caicos Islands around dec. sixth, 2032 ?","dec. sixth, 2032",,,,Turks and Caicos Islands,,,,
977,What is the weather forecast in Saint Vincent and the Grenadines ?,,,,,Saint Vincent and the Grenadines,,,,
978,show cloud forcast in 1 hour in IA,in 1 hour,,,,,cloud,,,IA
979,Tell me if it'll be chillier  in 3 minutes  here,in 3 minutes,,,,,,here,chillier,
980,Will it rain  here at 13:22:09 ?,13:22:09,,,,,rain,here,,
981,forecast for Guatemala,,,,,Guatemala,,,,
982,"give me the forecast for here on February the sixteenth, 2022","February the sixteenth, 2022",,,,,,here,,
983,What's the forecast for MT  next week ?,next week,,,,,,,,MT
984,Is it going to be nicer next week in Hamel  Belize,next week,,,Hamel,Belize,,,,
985,what is the close by  Greenland forecast,,close by,,,Greenland,,,,
986,Is it going to be sunny at 21 o'clock  close-by  District Of Columbia ?,21 o'clock,close-by,,,,sunny,,,District Of Columbia
987,Will it snowstorm in Long Lake National Wildlife Refuge,,,Long Lake National Wildlife Refuge,,,snowstorm,,,
988,What is the weather forecast for here ,,,,,,,here,,
989,What is the forecast for Farmerville in Cape Verde,,,,Farmerville,Cape Verde,,,,
990,how warm will it be in 10 minutes ,in 10 minutes,,,,,,,warm,
991,Is it going to be cold  21 weeks and a half from now in Salemburg,21 weeks and a half from now,,,Salemburg,,,,cold,
992,forecast for VI ,,,,,,,,,VI
993,"What will the weather be like on january 2nd, 2025 in GA","january 2nd, 2025",,,,,,,,GA
994,is it going to be cold at 4 o'clock  far from here ?,4 o'clock,far,,,,,here,cold,
995,What's the weather forecast for Coats ?,,,,Coats,,,,,
996,What will the weather be like in Killarney National Park on national pow/mia recognition day ?,national pow/mia recognition day,,Killarney National Park,,,,,,
997,"Can you tell me the forecast for East Falmouth , Hungary",,,,East Falmouth,Hungary,,,,
998,Will it be warmer  1 minute from now at Farmington Canal State Park Trail,1 minute from now,,Farmington Canal State Park Trail,,,,,warmer,
999,I need a weather forecast for Tallahassee-St. Marks Historic Railroad State Trail,,,Tallahassee-St. Marks Historic Railroad State Trail,,,,,,
1000,Is it going to rain  here ?,,,,,,rain,here,,
1001,How cold is it in Martinique,,,,,Martinique,,,cold,
1002,What's the weather like around  Laos ?,,around,,,Laos,,,,
1003,"Check the forecast for Zena , Arkansas on Last Day Of Passover .",Last Day Of Passover,,,Zena,,,,,Arkansas
1004,Is it supposed to be sunny  here,,,,,,sunny,here,,
1005,Will there be any cloud in Delaware on 1/11/2040 ?,1/11/2040,,,,,cloud,,,Delaware
1006,What's the humidity right now in Aguila,now,,,Aguila,,humidity,,,
1007,what is the forecast for Papua New Guinea for lunch for rainfall,lunch,,,,Papua New Guinea,rainfall,,,
1008,What is the weather now in James City ?,now,,,James City,,,,,
1009,What is the weather forecast in 13 seconds in Grand Traverse Bay Bottomland Preserve,in 13 seconds,,Grand Traverse Bay Bottomland Preserve,,,,,,
1010,Is it going to be humid  faraway from here  around  dinner time,dinner,around,,,,humid,here,,
1011,Is it chillier in Hong Kong than it is here,,,,,Hong Kong,,here,chillier,
1012,What is the weather like within walking distance of the Bothwell Lodge State Historic Site,,within walking distance,Bothwell Lodge State Historic Site,,,,,,
1013,Tell me the weather forecast for my current spot,,,,,,,current spot,,
1014,Weather for close-by  Parc national de Kolkheti,,close-by,Parc national de Kolkheti,,,,,,
1015,"show weather forcast for MS on jan. the 9th, 2034","jan. the 9th, 2034",,,,,,,,MS
1016,What is the weather not far from Upper Klamath National Wildlife Refuge ?,,not far,Upper Klamath National Wildlife Refuge,,,,,,
1017,I need the weather at eleven AM in Argentina,eleven AM,,,,Argentina,,,,
1018,Will it snow in my current location,,,,,,snow,current location,,
1019,What will the weather be faraway in New Jersey  in ten weeks ?,in ten weeks,faraway,,,,,,,New Jersey
1020,What's the weather forecast for Mansfield ?,,,,Mansfield,,,,,
1021,will it be sunny in my current place at 6 am,6 am,,,,,sunny,current place,,
1022,what is the Gearhart forecast,,,,Gearhart,,,,,
1023,Please check the weather forecast here .,,,,,,,here,,
1024,Will there be a snowstorm in Taberville,,,,Taberville,,snowstorm,,,
1025,Can you tell me the weather forecast for Samoa,,,,,Samoa,,,,
1026,show weather forecast in East Tawakoni  Italy at four PM,four PM,,,East Tawakoni,Italy,,,,
1027,Weather at Bystrzyca Valley Landscape Park,,,Bystrzyca Valley Landscape Park,,,,,,
1028,"What are the weather conditions in Patagonia , South Africa ?",,,,Patagonia,South Africa,,,,
1029,"Will there be a depression at three am in Topinabee , Idaho",three am,,,Topinabee,,depression,,,Idaho
1030,"What's the forecast for Fort Payne , AMerican Samoa this march twentieth ?",march twentieth,,,Fort Payne,,,,,AMerican Samoa
1031,Will there be hail  around  Khao Phanom Bencha National Park ?,,around,Khao Phanom Bencha National Park,,,hail,,,
1032,What's the forecast in Stobo ?,,,,Stobo,,,,,
1033,What is the weather in Sehlabathebe-Nationalpark,,,Sehlabathebe-Nationalpark,,,,,,
1034,What is the weather forecast for close-by  Burkina,,close-by,,,Burkina,,,,
1035,What will the weather be one hour from now in AS ?,one hour from now,,,,,,,,AS
1036,What's the weather forecast for Baker City ?,,,,Baker City,,,,,
1037,"What will the weather be like here on dec. 8, 2019","dec. 8, 2019",,,,,,here,,
1038,What is the weather like in Detroit,,,,Detroit,,,,,
